Frequency (GHz), G_r Theta Pol: Theta=90.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=90.0 & Phi=180.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=180.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=45.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=45.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location)
1.263939722175162750e+01,-1.586959656623073034e+00,1.860836198663510022e+00,-1.897149718432331156e+02,-9.924863901281383294e-01,-1.586845447726107583e+00,1.860846703451831896e+00,-1.554569636143911566e+02,1.606351047058783843e+00,-1.153513374139796355e+01,2.385445078223182414e+00,-1.537778692594473284e+02,9.994019092226168188e-02
1.264260845072056760e+01,-1.587154692574048509e+00,1.860485515815335944e+00,-1.894183263843912073e+02,-1.012553217053148602e+00,-1.587039558421883045e+00,1.860495912640222960e+00,-1.554442366168985927e+02,1.588226554457534245e+00,-1.153946129163002432e+01,2.386005427298169224e+00,-1.538209105997936206e+02,9.796340911658725503e-02
1.264581967968950771e+01,-1.587348181150492366e+00,1.860135280643238076e+00,-1.892340703142160407e+02,-1.050041218101934293e+00,-1.587232130278402487e+00,1.860145568340641820e+00,-1.554348136839818721e+02,1.568316689060584190e+00,-1.154378680117809530e+01,2.386567203051119801e+00,-1.538322490720332212e+02,9.719071634054585185e-02
1.264903090865844959e+01,-1.587540043635063736e+00,1.859785496949073691e+00,-1.892137340922107569e+02,-1.096240472060571403e+00,-1.587423084569905773e+00,1.859795674264530518e+00,-1.554358993571440521e+02,1.547117541019327414e+00,-1.154811020671406752e+01,2.387130418456042236e+00,-1.538111416350898821e+02,9.545531391658600151e-02
1.265224213762738970e+01,-1.587730193187360861e+00,1.859436165374113825e+00,-1.893722775943717807e+02,-1.141407255244066832e+00,-1.587612334948301562e+00,1.859446230970545511e+00,-1.554514378742718463e+02,1.525475926413942807e+00,-1.155243141518879568e+01,2.387695082060446339e+00,-1.537672687867685681e+02,9.090636271619473296e-02
1.265545336659633335e+01,-1.587918555675823518e+00,1.859087284273873264e+00,-1.896897046016944159e+02,-1.175733635822285406e+00,-1.587799808161078019e+00,1.859097236769195138e+00,-1.554810654143265651e+02,1.504351437088685017e+00,-1.155675033411925412e+01,2.388261197748174247e+00,-1.537172382764618135e+02,8.261062456487798522e-02
1.265866459556527346e+01,-1.588105078377344048e+00,1.858738852086174287e+00,-1.901066219556453234e+02,-1.190479747379440401e+00,-1.587985452515854323e+00,1.858748690109015111e+00,-1.555201893880996522e+02,1.484552304035812620e+00,-1.156106689345758376e+01,2.388828766751650790e+00,-1.536790286454959755e+02,7.079405952641468214e-02
1.266187582453421356e+01,-1.588289720208276856e+00,1.858390869892463160e+00,-1.905202970640317801e+02,-1.180529731596700271e+00,-1.588169227828697627e+00,1.858400592138646390e+00,-1.555611870604895159e+02,1.466504938319736162e+00,-1.156538104860851846e+01,2.389397790725809934e+00,-1.536666562048362152e+02,5.670414441184325194e-02
1.266508705350315545e+01,-1.588472425677341260e+00,1.858043342636233497e+00,-1.908012919444639692e+02,-1.148514803600037881e+00,-1.588351079134945110e+00,1.858052947908441777e+00,-1.555955161727025029e+02,1.450117604494930879e+00,-1.156969276279985337e+01,2.389968274189506747e+00,-1.536865160830467687e+02,4.221544914767597079e-02
1.266829828247209555e+01,-1.588653093120808268e+00,1.857696277876147217e+00,-1.908498419644110413e+02,-1.107167581595853711e+00,-1.588530904798516996e+00,1.857705765094450401e+00,-1.556162459308531538e+02,1.434789665237924616e+00,-1.157400197673381115e+01,2.390540224832293781e+00,-1.537358371096578651e+02,2.931624062552640533e-02
1.267150951144103566e+01,-1.588831552627718802e+00,1.857349681900351435e+00,-1.906622909468179898e+02,-1.074531506284179816e+00,-1.588708534466713562e+00,1.857359050080384266e+00,-1.556202370059638156e+02,1.419582567194061617e+00,-1.157830858047055145e+01,2.391113651029623810e+00,-1.538032726940265889e+02,1.957402075843510739e-02
1.267472074040997754e+01,-1.589007568128689485e+00,1.857003554188692451e+00,-1.903344851053857383e+02,-1.064024676424357496e+00,-1.588883731334662652e+00,1.857012802394361728e+00,-1.556091681113423135e+02,1.403508121361422889e+00,-1.158261240388328872e+01,2.391688557116357750e+00,-1.538716677164568978e+02,1.366826261941790285e-02
1.267793196937891764e+01,-1.589180871128896833e+00,1.856657882153185168e+00,-1.899978739722422176e+02,-1.079008444427349556e+00,-1.589056226145173500e+00,1.856667009438746963e+00,-1.555889907936172847e+02,1.385835003363400819e+00,-1.158691323677762774e+01,2.392264938094977644e+00,-1.539228562848166177e+02,1.111717314409233631e-02
1.268114319834785775e+01,-1.589351222443952771e+00,1.856312638428993189e+00,-1.897604636831879930e+02,-1.114727319701304786e+00,-1.589225779199235022e+00,1.856321643788636511e+00,-1.555680356359765710e+02,1.366305205412924551e+00,-1.159121087926942550e+01,2.392842776059068477e+00,-1.539435059092374729e+02,1.034862655941101543e-02
1.268435442731680141e+01,-1.589518486654081908e+00,1.855967782524513554e+00,-1.896875570061133658e+02,-1.162425195918126208e+00,-1.589392255006886856e+00,1.855976664865244929e+00,-1.555544940013740813e+02,1.345195667598138023e+00,-1.159550521067812667e+01,2.393422040409234786e+00,-1.539299027652334644e+02,9.177387142250572824e-03
1.268756565628574151e+01,-1.589682695979830029e+00,1.855623267433444079e+00,-1.898048150363778177e+02,-1.211966066030770284e+00,-1.589555686220258224e+00,1.855632025579774025e+00,-1.555540958991156799e+02,1.323223528064526144e+00,-1.159979625538082360e+01,2.394002692909975583e+00,-1.538893888604934261e+02,5.544041448336024108e-03
1.269077688525468339e+01,-1.589844079204233207e+00,1.855279050193035406e+00,-1.901022066266596937e+02,-1.252917272723587327e+00,-1.589716302455912667e+00,1.855287682922033499e+00,-1.555685763647094007e+02,1.301338293956418202e+00,-1.160408422064873868e+01,2.394584697055931688e+00,-1.538376754197924470e+02,-1.798780892926468917e-03
1.269398811422362350e+01,-1.590003038385052747e+00,1.854935103846079070e+00,-1.905304743472532891e+02,-1.275390765401435367e+00,-1.589874506781349117e+00,1.854943609941883453e+00,-1.555952225322502045e+02,1.280460178750797429e+00,-1.160836948644406874e+01,2.395168029577092295e+00,-1.537934330229589648e+02,-1.293120668079593763e-02
1.269719934319256360e+01,-1.590160070043656892e+00,1.854591427354852051e+00,-1.909933804607329080e+02,-1.272145326471526339e+00,-1.590030796622785347e+00,1.854599805665645196e+00,-1.556275717585704115e+02,1.261224759043067190e+00,-1.161265253979328804e+01,2.395752690774837212e+00,-1.537725601735843668e+02,-2.681639587601447258e-02
1.270041057216150548e+01,-1.590315644515348570e+00,1.854248050096758860e+00,-1.913539566502168441e+02,-1.242865804235461002e+00,-1.590185642866871696e+00,1.854256299576465983e+00,-1.556571519354075690e+02,1.243794400128733768e+00,-1.161693386331226918e+01,2.396338710188659959e+00,-1.537839156135617316e+02,-4.165234064558229199e-02
1.270362180113044559e+01,-1.590470072070276242e+00,1.853905028731183346e+00,-1.914833733167146192e+02,-1.198340375816992376e+00,-1.590339355843048086e+00,1.853913148452921877e+00,-1.556759123785373617e+02,1.227794497540716900e+00,-1.162121380362397005e+01,2.396926145019544485e+00,-1.538271715060620011e+02,-5.537676320277843539e-02
1.270683303009938570e+01,-1.590623392318870177e+00,1.853562436215264508e+00,-1.913424768104632108e+02,-1.157933186858522978e+00,-1.590491974743757364e+00,1.853570425352408124e+00,-1.556786873419578114e+02,1.212411078186488744e+00,-1.162549245545209153e+01,2.397515070603354559e+00,-1.538928389811199509e+02,-6.621563081202021250e-02
1.271004425906832935e+01,-1.590775321128317321e+00,1.853220345029889193e+00,-1.910130021260340527e+02,-1.138831093567167940e+00,-1.590643214704313912e+00,1.853228202810728087e+00,-1.556648537142043836e+02,1.196635217789477901e+00,-1.162976959725570580e+01,2.398105564541043400e+00,-1.539644940928797041e+02,-7.319040876497488746e-02
1.271325548803726946e+01,-1.590925276522947573e+00,1.852878808585764814e+00,-1.906375088881426905e+02,-1.147556496279656058e+00,-1.590792492964141047e+00,1.852886534235981708e+00,-1.556385329096473527e+02,1.179576665286120818e+00,-1.163404470338025831e+01,2.398697688172591214e+00,-1.540231832104294938e+02,-7.646818209896137641e-02
1.271646671700620956e+01,-1.591072484738141002e+00,1.852537845704613328e+00,-1.903433628847502064e+02,-1.180618433333239903e+00,-1.590939035197568518e+00,1.852545438395602151e+00,-1.556072536808543134e+02,1.160734949004181837e+00,-1.163831703817233709e+01,2.399291470266845749e+00,-1.540533116013314725e+02,-7.739781315717618460e-02
1.271967794597515145e+01,-1.591216145166586493e+00,1.852197432656460307e+00,-1.902119638826659980e+02,-1.229285631182571503e+00,-1.591082040666372821e+00,1.852204891475675907e+00,-1.555796121110190029e+02,1.140137525528290174e+00,-1.164258581451978003e+01,2.399886897653003448e+00,-1.540481212548114058e+02,-7.812652450194144949e-02
1.272288917494409155e+01,-1.591355614812852926e+00,1.851857505501657952e+00,-1.902807901415206686e+02,-1.283011212154879788e+00,-1.591220866745694185e+00,1.851864829454303418e+00,-1.555627611898643181e+02,1.118314446510145332e+00,-1.164685037943862866e+01,2.400483915979214622e+00,-1.540122622616543424e+02,-8.088267438630263040e-02
1.272610040391303166e+01,-1.591490564626019566e+00,1.851517972849724192e+00,-1.905502365430715201e+02,-1.330773941486065537e+00,-1.591355185170790332e+00,1.851525160891280386e+00,-1.555604550798758510e+02,1.096136049904347542e+00,-1.165111037873722211e+01,2.401082441203334916e+00,-1.539600846494283530e+02,-8.722035413952139438e-02
1.272931163288197354e+01,-1.591621064699963783e+00,1.851178736309814221e+00,-1.909821714734084424e+02,-1.361675393302072434e+00,-1.591485067021036537e+00,1.851185787399285410e+00,-1.555720738325604486e+02,1.074568886104309451e+00,-1.165536585516306900e+01,2.401682379486396179e+00,-1.539105645700354614e+02,-9.754782109388328293e-02
1.273252286185091364e+01,-1.591747572210898909e+00,1.850839713670203945e+00,-1.914899571014925073e+02,-1.366478894937002142e+00,-1.591610970378425138e+00,1.850846626827477248e+00,-1.555927880926031719e+02,1.054410453072380793e+00,-1.165961724987489845e+01,2.402283650701050099e+00,-1.538812727171557242e+02,-1.110769802126157224e-01
1.273573409081985730e+01,-1.591870820916723384e+00,1.850500858870798071e+00,-1.919343949390978992e+02,-1.341654348304840649e+00,-1.591733629572289255e+00,1.850507633220233039e+00,-1.556148369350286202e+02,1.036062650234459870e+00,-1.166386530184574610e+01,2.402886209518136695e+00,-1.538835043581582909e+02,-1.261200958450969245e-01
1.273894531978879741e+01,-1.591991637382011993e+00,1.850162173452850389e+00,-1.921595998926880782e+02,-1.295079782669999346e+00,-1.591853871253623653e+00,1.850168808239512908e+00,-1.556296906342057582e+02,1.019403874155552225e+00,-1.166811086726540125e+01,2.403490058409780694e+00,-1.539195062817881023e+02,-1.405787529628091947e-01
1.274215654875773751e+01,-1.592110729479426112e+00,1.849823706269245305e+00,-1.920833861652651535e+02,-1.246576333841070028e+00,-1.591972402896900673e+00,1.849830200842750960e+00,-1.556305847953582315e+02,1.003809226234308127e+00,-1.167235470348767556e+01,2.404095248868983514e+00,-1.539819203279542705e+02,-1.525008263640197370e-01
1.274536777772667939e+01,-1.592228501271294450e+00,1.849485541276940204e+00,-1.917631363196591394e+02,-1.217423184350191034e+00,-1.592089627833002341e+00,1.849491895047987056e+00,-1.556146442548260040e+02,9.883311064036655047e-01,-1.167659727302861583e+01,2.404701870196695346e+00,-1.540554439023167390e+02,-1.606197979196036796e-01
1.274857900669561950e+01,-1.592344942409216202e+00,1.849147776389779008e+00,-1.913499488485630877e+02,-1.218253256319292932e+00,-1.592205534903839981e+00,1.849153988772988644e+00,-1.555838112360985406e+02,9.719913353714113580e-01,-1.168083861913132004e+01,2.405310028523384602e+00,-1.541207610171653073e+02,-1.647725128864862554e-01
1.275179023566455960e+01,-1.592459621065704489e+00,1.848810498771149335e+00,-1.909937936930343199e+02,-1.247406574929212031e+00,-1.592319691673111048e+00,1.848816569132112786e+00,-1.555442016998312056e+02,9.540836915858285083e-01,-1.168507834621599528e+01,2.405919821390205993e+00,-1.541603155512859473e+02,-1.660402169475493905e-01
1.275500146463350148e+01,-1.592571782228154875e+00,1.848473762916238661e+00,-1.907955173812308658e+02,-1.296278340967228271e+00,-1.592431342936190486e+00,1.848479690539357456e+00,-1.555041561441477143e+02,9.343805695521891774e-01,-1.168931571093709110e+01,2.406531314459347648e+00,-1.541643189367532045e+02,-1.664726578821116576e-01
1.275821269360244159e+01,-1.592680525379788659e+00,1.848137577130880116e+00,-1.908060103236568352e+02,-1.353858964530640474e+00,-1.592539588486401092e+00,1.848143361218109071e+00,-1.554717268546140190e+02,9.131835196868764992e-01,-1.169354980013718581e+01,2.407144526386679750e+00,-1.541344248062118254e+02,-1.684184790165466905e-01
1.276142392257138169e+01,-1.592785014842517333e+00,1.847801901755786069e+00,-1.910365290278500083e+02,-1.408544849253432707e+00,-1.592643593385866918e+00,1.847807541456734093e+00,-1.554524111776456721e+02,8.912202096856960409e-01,-1.169777974890145167e+01,2.407759425705544132e+00,-1.540831446696227545e+02,-1.737211713837867044e-01
1.276463515154032535e+01,-1.592884668093232703e+00,1.847466659336275185e+00,-1.914606980308848279e+02,-1.448578249939226792e+00,-1.592742776074754785e+00,1.847472153800332029e+00,-1.554476989758268530e+02,8.694331224627439569e-01,-1.170200494163436744e+01,2.408375940340031107e+00,-1.540293190321847590e+02,-1.831330234371835730e-01
1.276784638050926546e+01,-1.592979274319524130e+00,1.847131753773814777e+00,-1.920043210348993341e+02,-1.462964494333082843e+00,-1.592836926649599416e+00,1.847137102208087356e+00,-1.554547036500413526e+02,8.487195670465089714e-01,-1.170622514445627260e+01,2.408993976989966423e+00,-1.539919180672420111e+02,-1.961512913307909001e-01
1.277105760947820734e+01,-1.593069015278315792e+00,1.846797093193796035e+00,-1.925324757954187476e+02,-1.444881559680232019e+00,-1.592926227460533362e+00,1.846802294908812980e+00,-1.554669279902142307e+02,8.296827879614616652e-01,-1.171044053666954810e+01,2.409613445050961644e+00,-1.539845944844407200e+02,-2.112457145668056591e-01
1.277426883844714744e+01,-1.593154387473821876e+00,1.846462610450544162e+00,-1.928677872235713266e+02,-1.398297521781578734e+00,-1.593011175125549794e+00,1.846467664879495096e+00,-1.554760360729876538e+02,8.124536436263537498e-01,-1.171465163699645018e+01,2.410234278664103336e+00,-1.540122600552590484e+02,-2.263226875407424177e-01
1.277748006741608755e+01,-1.593236051133812614e+00,1.846128276064985752e+00,-1.928791496214297467e+02,-1.342096517405137801e+00,-1.593092429491768325e+00,1.846133182750498758e+00,-1.554742602313976363e+02,7.966384637491251697e-01,-1.171885914878706814e+01,2.410856451210065199e+00,-1.540699274376775634e+02,-2.392851112608331277e-01
1.278069129638502943e+01,-1.593314650035420499e+00,1.845794100669301052e+00,-1.925854797599983215e+02,-1.301582684047338123e+00,-1.593170633599766406e+00,1.845798859221888577e+00,-1.554567798139646015e+02,7.814253463709570635e-01,-1.172306376940579931e+01,2.411479978836744031e+00,-1.541437888720975025e+02,-2.485965248708455755e-01
1.278390252535396954e+01,-1.593390651892219623e+00,1.845460127038286435e+00,-1.921400613602176293e+02,-1.292654031619661303e+00,-1.593246254319487409e+00,1.845464737079411499e+00,-1.554232575893389310e+02,7.658298395583335028e-01,-1.172726601674685654e+01,2.412104912761459108e+00,-1.542146114613767054e+02,-2.537565256319359586e-01
1.278711375432290964e+01,-1.593464250536661186e+00,1.845126414646269808e+00,-1.917185033460656030e+02,-1.316360125410525939e+00,-1.593319484814480491e+00,1.845130875753784094e+00,-1.553779343873892458e+02,7.490008179271114841e-01,-1.173146611842821585e+01,2.412731323200345113e+00,-1.542632487663694292e+02,-2.555408922077156975e-01
1.279032498329185330e+01,-1.593535351387260990e+00,1.844793021590004578e+00,-1.914455697171317752e+02,-1.364440224758802334e+00,-1.593390230235825822e+00,1.844797333262971240e+00,-1.553282467104892248e+02,7.304779124322098305e-01,-1.173566398920199561e+01,2.413359279958997128e+00,-1.542769942796038833e+02,-2.558423091858038068e-01
1.279353621226079341e+01,-1.593603636740487328e+00,1.844459989147758439e+00,-1.913879122128582253e+02,-1.425360881983799510e+00,-1.593458173115384069e+00,1.844464150801633950e+00,-1.552825187756392324e+02,7.103159101961851185e-01,-1.173985929564122443e+01,2.413988835368232611e+00,-1.542542757278387739e+02,-2.570733600690179310e-01
1.279674744122973529e+01,-1.593668684699361737e+00,1.844127333130054502e+00,-1.915682368126505537e+02,-1.486900532058487601e+00,-1.593522892238567579e+00,1.844131344123742799e+00,-1.552475408401044774e+02,6.890504771889061075e-01,-1.174405158211710898e+01,2.414620014225691946e+00,-1.542053013047855359e+02,-2.613388881053780310e-01
1.279995867019867539e+01,-1.593730101622496731e+00,1.843795043900952280e+00,-1.919721443082688666e+02,-1.536568449674235115e+00,-1.593583994898020162e+00,1.843798903587329896e+00,-1.552267243212191090e+02,6.675335977301041224e-01,-1.174824041576779265e+01,2.415252813061649739e+00,-1.541482927124873470e+02,-2.697430522106444850e-01
1.280316989916761550e+01,-1.593787626653019984e+00,1.843463094226043708e+00,-1.925398781463552211e+02,-1.561913069827556511e+00,-1.593641221148413001e+00,1.843466802010244487e+00,-1.552192308831724858e+02,6.466935975889627208e-01,-1.175242550512511919e+01,2.415887208121870522e+00,-1.541032860606113957e+02,-2.821018578763042628e-01
1.280638112813655738e+01,-1.593841178117394231e+00,1.843131451764236317e+00,-1.931472539893887301e+02,-1.552982112317308871e+00,-1.593694489937822922e+00,1.843135007151581517e+00,-1.552202149804782607e+02,6.272793359264090540e-01,-1.175660675779685604e+01,2.416523168844179725e+00,-1.540861587209218726e+02,-2.970861134908229784e-01
1.280959235710549748e+01,-1.593890831556335375e+00,1.842800091758935999e+00,-1.936041821334173392e+02,-1.509035882043664456e+00,-1.593743876961073225e+00,1.842803494377639240e+00,-1.552221333590517247e+02,6.096472028357085016e-01,-1.176078426344226990e+01,2.417160672078907613e+00,-1.541045358970421262e+02,-3.126501661755062833e-01
